frameini,framelst,boxnum,boxoriginal,L,W,H,read,tags,tagsread,readtime,despX,despY,theta,vhr,ha,hb,d
666,676,7,7,1.075,0.87,0.9,1,76,76,0.21794999999999998,0,0,0,1,3,1,3
677,679,2,2,0.762,0.508,0.508,1,24,24,0.06882999999999997,0,0,0,1,3,1,3
680,690,7,7,1.075,0.87,0.9,1,79,79,0.22868000000000002,0,0,0,1,3,1,3
691,698,5,5,1.17,0.77,0.66,1,61,61,0.17251999999999998,0,0,0,1,3,1,3
699,701,2,2,0.762,0.508,0.508,1,14,14,0.04428999999999999,0,0,0,1,3,1,3
702,706,3,3,0.77,0.57,0.66,1,30,30,0.08818,0,0,0,1,3,1,3
707,718,6,6,0.915,0.915,0.915,1,81,81,0.24373,0,0,0,1,3,1,3
719,723,3,3,0.77,0.57,0.66,1,35,35,0.10086999999999999,0,0,0,1,3,1,3
724,730,5,5,1.17,0.77,0.66,1,60,60,0.16429999999999997,0,0,0,1,3,1,3
731,733,3,3,0.77,0.57,0.66,1,22,22,0.06324999999999999,0,0,0,1,3,1,3
734,737,3,3,0.77,0.57,0.66,1,22,22,0.06713999999999999,0,0,0,1,3,1,3
738,741,2,2,0.762,0.508,0.508,1,26,26,0.07746,0,0,0,1,3,1,3
742,757,6,6,0.915,0.915,0.915,1,95,95,0.30371,0,0,0,1,3,1,3
758,763,4,4,0.762,0.762,0.762,1,53,53,0.15302,0,0,0,1,3,1,3
764,764,0,0,0.229,0.152,0.152,1,1,1,0.005980000000000001,0,0,0,1,3,1,3
765,772,4,4,0.762,0.762,0.762,1,61,61,0.17878999999999998,0,0,0,1,3,1,3
773,775,1,1,0.457,0.457,0.457,1,8,8,0.029789999999999997,0,0,0,1,3,1,3
776,777,1,1,0.457,0.457,0.457,1,11,11,0.03328999999999999,0,0,0,1,3,1,3
778,788,6,6,0.915,0.915,0.915,1,75,75,0.21097000000000002,0,0,0,1,3,1,3
789,795,5,5,1.17,0.77,0.66,1,56,56,0.14824999999999997,0,0,0,1,3,1,3
796,808,7,7,1.075,0.87,0.9,1,80,80,0.23398000000000002,0,0,0,1,3,1,3
809,811,2,2,0.762,0.508,0.508,1,19,19,0.056419999999999984,0,0,0,1,3,1,3
812,812,0,0,0.229,0.152,0.152,1,1,1,0.005980000000000001,0,0,0,1,3,1,3
813,815,2,2,0.762,0.508,0.508,1,11,11,0.03717999999999999,0,0,0,1,3,1,3
816,816,0,0,0.229,0.152,0.152,1,1,1,0.005980000000000001,0,0,0,1,3,1,3
817,822,4,4,0.762,0.762,0.762,1,54,54,0.14965999999999996,0,0,0,1,3,1,3
823,833,6,6,0.915,0.915,0.915,1,84,84,0.24263999999999997,0,0,0,1,3,1,3
834,835,1,1,0.457,0.457,0.457,1,10,10,0.0312,0,0,0,1,3,1,3
836,841,4,4,0.762,0.762,0.762,1,49,49,0.14282999999999998,0,0,0,1,3,1,3
842,844,2,2,0.762,0.508,0.508,1,19,19,0.05669999999999999,0,0,0,1,3,1,3
845,854,6,6,0.915,0.915,0.915,1,75,75,0.21113,0,0,0,1,3,1,3
855,855,0,0,0.229,0.152,0.152,1,1,1,0.005980000000000001,0,0,0,1,3,1,3
856,863,7,7,1.075,0.87,0.9,1,63,63,0.16219999999999998,0,0,0,1,3,1,3
864,866,1,1,0.457,0.457,0.457,1,9,9,0.032440000000000004,0,0,0,1,3,1,3
867,870,3,3,0.77,0.57,0.66,1,28,28,0.08010999999999999,0,0,0,1,3,1,3
871,874,3,3,0.77,0.57,0.66,1,27,27,0.07717999999999998,0,0,0,1,3,1,3
875,876,1,1,0.457,0.457,0.457,1,11,11,0.033289999999999986,0,0,0,1,3,1,3
877,878,1,1,0.457,0.457,0.457,1,14,14,0.04095999999999999,0,0,0,1,3,1,3
879,883,4,4,0.762,0.762,0.762,1,41,41,0.11299999999999998,0,0,0,1,3,1,3
884,885,1,1,0.457,0.457,0.457,1,6,6,0.02144,0,0,0,1,3,1,3
886,886,0,0,0.229,0.152,0.152,1,1,1,0.005980000000000001,0,0,0,1,3,1,3
887,888,2,2,0.762,0.508,0.508,1,11,11,0.033289999999999986,0,0,0,1,3,1,3
889,892,2,2,0.762,0.508,0.508,1,23,23,0.06978999999999999,0,0,0,1,3,1,3
893,894,1,1,0.457,0.457,0.457,1,16,16,0.045139999999999986,0,0,0,1,3,1,3
895,909,7,7,1.075,0.87,0.9,1,97,97,0.28683,0,0,0,1,3,1,3
910,918,6,6,0.915,0.915,0.915,1,66,66,0.18910000000000002,0,0,0,1,3,1,3
919,928,7,7,1.075,0.87,0.9,1,76,76,0.21153999999999995,0,0,0,1,3,1,3
929,941,6,6,0.915,0.915,0.915,1,91,91,0.2691199999999999,0,0,0,1,3,1,3
942,945,3,3,0.77,0.57,0.66,1,28,28,0.08163999999999998,0,0,0,1,3,1,3
946,951,4,4,0.762,0.762,0.762,1,50,50,0.14282999999999996,0,0,0,1,3,1,3
952,954,2,2,0.762,0.508,0.508,1,18,18,0.054609999999999985,0,0,0,1,3,1,3
955,958,3,3,0.77,0.57,0.66,1,27,27,0.07746,0,0,0,1,3,1,3
959,968,6,6,0.915,0.915,0.915,1,82,82,0.21641,0,0,0,1,3,1,3
969,971,2,2,0.762,0.508,0.508,1,19,19,0.055859999999999986,0,0,0,1,3,1,3
972,983,6,6,0.915,0.915,0.915,1,82,82,0.23788999999999996,0,0,0,1,3,1,3
984,985,1,1,0.457,0.457,0.457,1,6,6,0.021720000000000003,0,0,0,1,3,1,3
986,988,2,2,0.762,0.508,0.508,1,20,20,0.05878999999999999,0,0,0,1,3,1,3
989,994,4,4,0.762,0.762,0.762,1,38,38,0.11423999999999998,0,0,0,1,3,1,3
995,998,3,3,0.77,0.57,0.66,1,29,29,0.08456999999999998,0,0,0,1,3,1,3
999,999,0,0,0.229,0.152,0.152,1,1,1,0.005980000000000002,0,0,0,1,3,1,3
1000,1002,2,2,0.762,0.508,0.508,1,20,20,0.059069999999999984,0,0,0,1,3,1,3
1003,1009,5,5,1.17,0.77,0.66,1,51,51,0.12691999999999998,0,0,0,1,3,1,3
1010,1010,0,0,0.229,0.152,0.152,1,1,1,0.005980000000000001,0,0,0,1,3,1,3
1011,1016,5,5,1.17,0.77,0.66,1,49,49,0.13752999999999999,0,0,0,1,3,1,3
1017,1026,7,7,1.075,0.87,0.9,1,74,74,0.20776999999999998,0,0,0,1,3,1,3
1027,1036,6,6,0.915,0.915,0.915,1,78,78,0.2319,0,0,0,1,3,1,3
1037,1046,6,6,0.915,0.915,0.915,1,70,70,0.20904,0,0,0,1,3,1,3
1047,1056,5,5,1.17,0.77,0.66,1,63,63,0.18672,0,0,0,1,3,1,3
1057,1058,1,1,0.457,0.457,0.457,1,12,12,0.03566,0,0,0,1,3,1,3
1059,1063,4,4,0.762,0.762,0.762,1,42,42,0.11327999999999998,0,0,0,1,3,1,3
1064,1069,4,4,0.762,0.762,0.762,1,39,39,0.11410999999999998,0,0,0,1,3,1,3
1070,1075,3,3,0.77,0.57,0.66,1,30,30,0.09667999999999999,0,0,0,1,3,1,3
1076,1078,2,2,0.762,0.508,0.508,1,16,16,0.049309999999999986,0,0,0,1,3,1,3
1079,1081,3,3,0.77,0.57,0.66,1,24,24,0.06938999999999998,0,0,0,1,3,1,3
1082,1084,2,2,0.762,0.508,0.508,1,14,14,0.04428999999999999,0,0,0,1,3,1,3
1085,1085,1,1,0.457,0.457,0.457,1,5,5,0.015460000000000002,0,0,0,1,3,1,3
1086,1086,0,0,0.229,0.152,0.152,1,1,1,0.005980000000000001,0,0,0,1,3,1,3
1087,1094,5,5,1.17,0.77,0.66,1,54,54,0.1555,0,0,0,1,3,1,3
1095,1102,5,5,1.17,0.77,0.66,1,63,63,0.17558,0,0,0,1,3,1,3
1103,1114,7,7,1.075,0.87,0.9,1,81,81,0.24066999999999997,0,0,0,1,3,1,3
1115,1115,0,0,0.229,0.152,0.152,1,1,1,0.005980000000000001,0,0,0,1,3,1,3
1116,1130,6,6,0.915,0.915,0.915,1,93,93,0.28402999999999995,0,0,0,1,3,1,3
1131,1133,2,2,0.762,0.508,0.508,1,12,12,0.03926999999999999,0,0,0,1,3,1,3
1134,1138,4,4,0.762,0.762,0.762,1,36,36,0.10267999999999997,0,0,0,1,3,1,3
1139,1140,1,1,0.457,0.457,0.457,1,11,11,0.03328999999999999,0,0,0,1,3,1,3
1141,1141,0,0,0.229,0.152,0.152,1,1,1,0.005980000000000001,0,0,0,1,3,1,3
1142,1148,5,5,1.17,0.77,0.66,1,60,60,0.1643,0,0,0,1,3,1,3
1149,1157,7,7,1.075,0.87,0.9,1,76,76,0.20038999999999996,0,0,0,1,3,1,3
1158,1158,0,0,0.229,0.152,0.152,1,1,1,0.005980000000000001,0,0,0,1,3,1,3
1159,1160,1,1,0.457,0.457,0.457,1,13,13,0.03830999999999999,0,0,0,1,3,1,3
1161,1165,4,4,0.762,0.762,0.762,1,47,47,0.13042999999999996,0,0,0,1,3,1,3
1166,1177,6,6,0.915,0.915,0.915,1,89,89,0.26633,0,0,0,1,3,1,3
1178,1196,7,7,1.075,0.87,0.9,1,104,104,0.34245999999999993,0,0,0,1,3,1,3
1197,1202,4,4,0.762,0.762,0.762,1,39,39,0.11214999999999997,0,0,0,1,3,1,3
1203,1203,0,0,0.229,0.152,0.152,1,1,1,0.005980000000000001,0,0,0,1,3,1,3
1204,1205,1,1,0.457,0.457,0.457,1,8,8,0.02646,0,0,0,1,3,1,3
1206,1207,1,1,0.457,0.457,0.457,1,11,11,0.033569999999999996,0,0,0,1,3,1,3
1208,1213,5,5,1.17,0.77,0.66,1,49,49,0.13543999999999998,0,0,0,1,3,1,3
1214,1218,5,5,1.17,0.77,0.66,1,42,42,0.11384,0,0,0,1,3,1,3
1219,1219,0,0,0.229,0.152,0.152,1,1,1,0.005980000000000001,0,0,0,1,3,1,3
1220,1224,3,3,0.77,0.57,0.66,1,34,34,0.10030999999999997,0,0,0,1,3,1,3
1225,1227,2,2,0.762,0.508,0.508,1,22,22,0.06352999999999999,0,0,0,1,3,1,3
1228,1234,5,5,1.17,0.77,0.66,1,62,62,0.16555,0,0,0,1,3,1,3
1235,1240,4,4,0.762,0.762,0.762,1,49,49,0.14311000000000001,0,0,0,1,3,1,3
1241,1242,1,1,0.457,0.457,0.457,1,9,9,0.02855,0,0,0,1,3,1,3
1243,1243,0,0,0.229,0.152,0.152,1,1,1,0.005980000000000001,0,0,0,1,3,1,3
1244,1246,2,2,0.762,0.508,0.508,1,22,22,0.06409,0,0,0,1,3,1,3
1247,1256,6,6,0.915,0.915,0.915,1,79,79,0.22157999999999997,0,0,0,1,3,1,3
1257,1265,6,6,0.915,0.915,0.915,1,72,72,0.20319,0,0,0,1,3,1,3
1266,1272,5,5,1.17,0.77,0.66,1,63,63,0.17140999999999998,0,0,0,1,3,1,3
1273,1284,5,5,1.17,0.77,0.66,1,74,74,0.23162,0,0,0,1,3,1,3
1285,1289,3,3,0.77,0.57,0.66,1,32,32,0.09612999999999998,0,0,0,1,3,1,3
1290,1294,4,4,0.762,0.762,0.762,1,44,44,0.11885999999999998,0,0,0,1,3,1,3
1295,1305,6,6,0.915,0.915,0.915,1,74,74,0.21195999999999995,0,0,0,1,3,1,3
1306,1309,2,2,0.762,0.508,0.508,1,24,24,0.07327999999999998,0,0,0,1,3,1,3
1310,1312,3,3,0.77,0.57,0.66,1,21,21,0.060599999999999994,0,0,0,1,3,1,3
1313,1313,0,0,0.229,0.152,0.152,1,1,1,0.005980000000000001,0,0,0,1,3,1,3
1314,1324,6,6,0.915,0.915,0.915,1,80,80,0.23385,0,0,0,1,3,1,3
1325,1339,7,7,1.075,0.87,0.9,1,93,93,0.29911,0,0,0,1,3,1,3
1340,1351,5,5,1.17,0.77,0.66,1,75,75,0.23663999999999996,0,0,0,1,3,1,3
1352,1353,1,1,0.457,0.457,0.457,1,10,10,0.030919999999999996,0,0,0,1,3,1,3
1354,1360,5,5,1.17,0.77,0.66,1,58,58,0.16192999999999996,0,0,0,1,3,1,3
1361,1364,3,3,0.77,0.57,0.66,1,29,29,0.08428999999999999,0,0,0,1,3,1,3
1365,1366,1,1,0.457,0.457,0.457,1,8,8,0.026179999999999995,0,0,0,1,3,1,3
1367,1370,3,3,0.77,0.57,0.66,1,32,32,0.09251999999999999,0,0,0,1,3,1,3
1371,1375,3,3,0.77,0.57,0.66,1,31,31,0.09166999999999997,0,0,0,1,3,1,3
1376,1380,4,4,0.762,0.762,0.762,1,44,44,0.12275999999999997,0,0,0,1,3,1,3
1381,1390,7,7,1.075,0.87,0.9,1,82,82,0.22463999999999995,0,0,0,1,3,1,3
1391,1396,4,4,0.762,0.762,0.762,1,47,47,0.13752999999999996,0,0,0,1,3,1,3
1397,1411,7,7,1.075,0.87,0.9,1,97,97,0.29768999999999995,0,0,0,1,3,1,3
1412,1414,3,3,0.77,0.57,0.66,1,19,19,0.056419999999999984,0,0,0,1,3,1,3
1415,1425,6,6,0.915,0.915,0.915,1,76,76,0.21599000000000002,0,0,0,1,3,1,3
1426,1426,0,0,0.229,0.152,0.152,1,1,1,0.005980000000000001,0,0,0,1,3,1,3
1427,1432,4,4,0.762,0.762,0.762,1,51,51,0.14435999999999996,0,0,0,1,3,1,3
1433,1438,4,4,0.762,0.762,0.762,1,38,38,0.11563999999999998,0,0,0,1,3,1,3
1439,1442,3,3,0.77,0.57,0.66,1,32,32,0.09223999999999999,0,0,0,1,3,1,3
1443,1451,6,6,0.915,0.915,0.915,1,72,72,0.19954999999999995,0,0,0,1,3,1,3
1452,1455,3,3,0.77,0.57,0.66,1,32,32,0.08721999999999999,0,0,0,1,3,1,3
1456,1462,4,4,0.762,0.762,0.762,1,49,49,0.13989000000000001,0,0,0,1,3,1,3
1463,1465,3,3,0.77,0.57,0.66,1,25,25,0.06589999999999997,0,0,0,1,3,1,3
1466,1466,1,1,0.457,0.457,0.457,1,8,8,0.022569999999999993,0,0,0,1,3,1,3
1467,1474,5,5,1.17,0.77,0.66,1,58,58,0.16149,0,0,0,1,3,1,3
1475,1481,5,5,1.17,0.77,0.66,1,54,54,0.14658999999999997,0,0,0,1,3,1,3
1482,1485,3,3,0.77,0.57,0.66,1,26,26,0.07661999999999998,0,0,0,1,3,1,3
1486,1486,0,0,0.229,0.152,0.152,1,1,1,0.005980000000000002,0,0,0,1,3,1,3
1487,1500,7,7,1.075,0.87,0.9,1,89,89,0.26799,0,0,0,1,3,1,3
1501,1503,1,1,0.457,0.457,0.457,1,9,9,0.03272,0,0,0,1,3,1,3
1504,1506,1,1,0.457,0.457,0.457,1,12,12,0.03954999999999999,0,0,0,1,3,1,3
1507,1518,6,6,0.915,0.915,0.915,1,82,82,0.245,0,0,0,1,3,1,3
1519,1519,0,0,0.229,0.152,0.152,1,1,1,0.005980000000000001,0,0,0,1,3,1,3
1520,1527,6,6,0.915,0.915,0.915,1,68,68,0.16931,0,0,0,1,3,1,3
1528,1531,3,3,0.77,0.57,0.66,1,24,24,0.06950999999999997,0,0,0,1,3,1,3
1532,1543,6,6,0.915,0.915,0.915,1,81,81,0.24178999999999998,0,0,0,1,3,1,3
1544,1556,7,7,1.075,0.87,0.9,1,83,83,0.24723,0,0,0,1,3,1,3
1557,1558,1,1,0.457,0.457,0.457,1,8,8,0.02618,0,0,0,1,3,1,3
1559,1560,1,1,0.457,0.457,0.457,1,11,11,0.033569999999999996,0,0,0,1,3,1,3
1561,1563,1,1,0.457,0.457,0.457,1,13,13,0.04191999999999999,0,0,0,1,3,1,3
1564,1573,5,5,1.17,0.77,0.66,1,63,63,0.19369999999999998,0,0,0,1,3,1,3
1574,1577,3,3,0.77,0.57,0.66,1,29,29,0.08400999999999997,0,0,0,1,3,1,3
1578,1581,2,2,0.762,0.508,0.508,1,24,24,0.07215999999999999,0,0,0,1,3,1,3
1582,1582,0,0,0.229,0.152,0.152,1,1,1,0.005980000000000001,0,0,0,1,3,1,3
1583,1585,2,2,0.762,0.508,0.508,1,22,22,0.06353,0,0,0,1,3,1,3
1586,1588,2,2,0.762,0.508,0.508,1,23,23,0.06617999999999999,0,0,0,1,3,1,3
1589,1590,1,1,0.457,0.457,0.457,1,11,11,0.033289999999999986,0,0,0,1,3,1,3
1591,1591,0,0,0.229,0.152,0.152,1,1,1,0.005980000000000002,0,0,0,1,3,1,3
1592,1594,3,3,0.77,0.57,0.66,1,20,20,0.05906999999999999,0,0,0,1,3,1,3
1595,1596,1,1,0.457,0.457,0.457,1,11,11,0.03329,0,0,0,1,3,1,3
1597,1597,0,0,0.229,0.152,0.152,1,1,1,0.005980000000000001,0,0,0,1,3,1,3
1598,1601,3,3,0.77,0.57,0.66,1,24,24,0.06978999999999999,0,0,0,1,3,1,3
1602,1609,5,5,1.17,0.77,0.66,1,65,65,0.18325000000000002,0,0,0,1,3,1,3
1610,1620,6,6,0.915,0.915,0.915,1,79,79,0.22952,0,0,0,1,3,1,3
